Quel terme désigne la période de l'histoire belge (environ 1828-1846) où catholiques et libéraux gouvernaient ensemble pour assurer la stabilité du nouvel État ?,L'unionisme.
Quel type de raisonnement fallacieux utilise sa propre conclusion comme prémisse pour se justifier ?,Le raisonnement circulaire.
"Citez une forme d'action citoyenne concrète mentionnée dans le guide ""COMPRENDRE, PARTICIPER, S'ENGAGER"".","Développer une consommation plus responsable, participer à une pièce de théâtre-action ou lancer une pétition."
"En plus du vote, la citoyenneté peut être envisagée sous deux autres perspectives : un régime de _____ et un régime de _____.","droits, reconnaissance"
La tradition _____ met l'accent sur la participation égalitaire et collective des citoyens à la vie publique pour former l'intérêt général.,républicaine
Comment nomme-t-on le régime politique où les techniciens et experts prédominent dans la prise de décision ?,La technocratie.
"En Belgique, quelle instance doit veiller au respect de la Constitution par les pouvoirs législatif et exécutif ?",La Cour constitutionnelle.
"Quel traité de 1958, devenu loi en 1959, constitue le socle de l'organisation de l'enseignement en Belgique ?",Le Pacte scolaire.
"Dans le contexte des migrations forcées, la _____ est décrite comme le dénominateur commun à presque toutes les situations de réfugiés et d'expulsés.",paupérisation
Comment appelle-t-on la démarche politique qui consiste à utiliser et interpréter le passé pour influencer le présent et forger l'avenir ?,L'instrumentalisation de l'Histoire.
Quel est le nom de la cellule de coordination pédagogique de la Fédération Wallonie-Bruxelles chargée des questions de transmission de la mémoire ?,"""Démocratie ou barbarie"" (Dob)."
"Au niveau communal en Belgique, quelle structure permet aux jeunes de 12 à 18 ans de devenir acteurs de la vie sociale et culturelle ?",Les Conseils communaux des jeunes.
"Qu'est-ce qui caractérise la démocratie consociationnaliste, comme en Suisse, par rapport à une démocratie majoritaire ?","Le pouvoir est exercé collégialement par les principaux partis, sans alternance découlant de l'application de la règle majoritaire."
"Dans le jargon du développement, l'analyse des acteurs d'un projet et de leurs interactions conflictuelles ou coopératives relève de l'analyse ____ du projet comme arène.",micropolitique
"Quel est le principal risque d'un référendum sur les questions institutionnelles en Belgique, selon le texte ""La démocratie - Ecotopie"" ?","Le risque de voir un résultat différent en Flandre et en Wallonie/Bruxelles, ce qui pourrait menacer l'unité du pays."
Quel nom porte la fédération qui est aujourd'hui la principale organisation d'employeurs en Belgique ?,La Fédération des entreprises de Belgique (FEB).
Quel article de la Constitution belge garantit la liberté de manifester ses opinions en toute matière ?,L'article 19.
"En France, quel événement historique est reconnu comme un génocide par la loi du 29 janvier 2001 ?",Le génocide arménien de 1915.
Qu'est-ce qu'un mémorial ?,"Un monument commémoratif d'un fait, d'un événement ou d'une personne, souvent lieu d'un rituel qui en appelle aux émotions."
"Dans la pratique des projets de développement, les relectures, détournements et sélections par les acteurs locaux sont compris non comme des pathologies mais comme des signes _____ du projet.",d'appropriation
Le régime néolibéral de relations du travail se caractérise par un _____ du rapport de force favorable au patronat.,déséquilibre
"Quelle est la principale motivation des responsables politiques à répondre aux demandes des électeurs, selon une vision pragmatique de la démocratie ?","L'espoir d'être payés en retour, c'est-à-dire de se faire élire."
"En droit belge, quelle instance de concertation sociale rassemble les représentants des employeurs, des travailleurs salariés et des travailleurs indépendants ?",Le Conseil National du Travail.
